"1107198062";"P.H. Siegel, T.H. Lee and J. Xu, ""The Nanoklystron: A New Concept for THz Power Generation,"" JPL New Technology Report, NPO 21014, March 21, 2000";"2000"
"1107198061";"G. P. Wiederrecht, D. M. Tiede, G. A. Wurtz, L. X. Chen, T. Liu, J.M. Xu, ""Unique Structures of Nanoconfined Liquid Crystals Doped with Photoinduced Charge Transfer Compound "", Advanced Photon Source, 2001.";"2001"
"1107198060";"C. Lu, A. Yin, J.S. Im, A.V. Nurmikko, J.M. Xu, and J. Han, ""Fabrication of 50-100nm Patterned InGaN Blue Light Emitting Heterostructures"", Phys. Stat. Sol.(A)188 ,No.1, 135 -138(2001)";"2001"
"1107198059";"J. Liang, H. Chik, A. Yin, and J.M. Xu, ""Two-dimensional Superlattices of Nanostructures: Nonlithographic Formation by Anodic Alumina Membrane Template"", J. Appl. Phys., 91(4), 2544-2546, 2002.";"2002"
"1107198058";"I. Levisky, J. Liang, and J.M. Xu, ""Highly ordered arrays of organic-inorganic nanophotonic composites"", Appl. Phys. Lett., 81(9), 1696-1698, 2002.";"2002"
"1107198057";"Robert Hull, Richard Martel, J.M. Xu, (Invited) ""Nanoelectronics: some current aspects and prospects"", Intl. J. of High Speed Electronics, in press.";"IN PRESS"
"1107198056";"J. Liang, H. Chik, and J.M.. Xu, (Invited) ""Non-lithographic Fabrication of Lateral Superlattices for Nanometric Electro-Magnetic-Optic Applications"", IEEE, J. of Selected Topics of Quantum Electronics, 8(5), 998-1008, 2002.";"2002"
"1107198055";"C. Papadopoulos, B. Chang, A. Yin, and J.M. Xu, (Invited), ""Engineering Carbon Nanotube via Template Growth"", Intl J. Nanoscience, vol 1(3/4), 205-212, 2002";"2002"
"1107198073";"J. Li, C. Papadopoulos, M. Moskovits, J.M. Xu, ""Large-Area Hexagonally Ordered Arrays of Carbon Nanotubes"", Appl. Phys. Lett., July 19, 75(3), 367, 1999.";"1999"
"1107198072";"Reuven Gordon and J.M. Xu, ""Lateral Mode Dynamics of Semiconductor Lasers"", IEEE J. Quantum Electronics, 35(12), 1904-1911, 1999.";"1999"
"1107198071";"J. Li, C. Papadopoulos, J.M. Xu, ""Y-Junction Carbon Nanotubes and Controlled Growth"", Nature, Vol. 402, 253, Nov. 18, 1999.";"1999"
"1107198070";"Alex Tager, R. Gaska, I. Avrutsky, Martin Fay, Hope Chik, T. SpringThorpe, S. Eicher, M. Shur and J.M. Xu, ""Ion-Implanted GaAs-InGaAs Lateral Current Injection Lasers"", IEEE J. Selected Topics in Quantum Electronics, 5(3), 664-672, 1999.";"1999"
"1165350137";"Paek, H.J., A.B. Campaner, J.L. Kem, L. Golden, R.K. Aaron, D. McK. Ciombor, J. Morgan, M. Lysaght. Microencapsulated cells genetically modified to overexpress human transforming growth factor-beta1: viability and functionality in allogeneic and xenogeneic implant models. Tissue Engin. 12(7): 1733-9; 2006";"2006"
"1165350144";"Aaron, R.K., S. Wang, and D. McK. Ciombor. Upregulation of basal TGF beta levels coincident with chondrogenesis. Implications for skeletal repair and tissue engineering. J. Orthop. Res. 20: 233-240; 2002.";"2002"
"1165350143";"Lieberman, J., D. Berry, M. Mont, R.K. Aaron, et al. Osteonecrosis of the hip: Management in the 21st century. J. Bone Joint Surg. 84: 834-853; 2002.";"2002"
"1165350142";"Ciombor, D. McK., R.K. Aaron, S. Wang, and B. Simon. Modification of osteoarthritis in the guinea pig &#150; A morphological study. Osteoarthritis and Cartilage. 11: 455-462; 2003.";"2003"
"1165350141";"Aaron, R.K. and M. Bolander (eds.). Physical Regulation of Skeletal Repair. American Academy of Orthopaedic Surgeons, Chicago, IL. 2005.";"2005"
"1165350140";"Paek, H.J., A.B. Campaner, J.L. Kim, R.K. Aaron, D. Ciombor, J. Morgan, M. Lysaght. In-vitro characterization of TGF&#946;1 release from genetically modified fibroblasts in calcium alginate microcapsules. ASAIO. 51: 379-384, 2005.";"2005"
"1165350139";"Aaron, R.K., A. Skolnick, S. Reinert, D. McK. Ciombor. Arthroscopic debridement for osteoarthritis of the knee. J. Bone Joint Surg. 88A: 936-943; 2006";"2006"
"1165350138";"Aaron, R.K., D. McK. Ciombor, S. Wang. Clinical biophysics: The promotion of skeletal repair by physical forces. Ann. N.Y. Acad. Sci. 1068: 513-531; 2006";"2006"
"1165350145";"Ciombor, D. McK., A Jaklenec, A. Liu, C. Thanos, N. Rahman, P.Weston, R. Aaron, E. Mathiowitz. Encapsulation of BSA using a W/O/O emulsion solvent removal method. J. Microencap. 23 (2): 183-194; 2006";"2006"
"1107200604";"Abrams, D. B. (2000). Transdisciplinary concepts and measures of craving: Commentary and future directions. Addiction, 95(Suppl. 2), S237-S246.";"2000"
"1107200603";"Abrams, D. B., & Clayton, R. (2001). Transdisciplinary research to improve brief interventions for addictive behaviors. In P. M. Monti, S. M. Colby, & T. A. O&#237;Leary (Eds.), Adolescents, alcohol and substance abuse: Reaching teens through brief interventions. New York: Guilford Press.";"2001"
"1107200602";"Abrams, D. B., Herzog, T.A., Emmons, K.M., & Linnan, L. (2000). Stages of change versus addiction: A replication and extension. Nicotine and Tobacco Research, 2, 223-229.";"2000"
"1107200601";"Abrams, D. B., & Niaura, R. S. (in press). Planning evidence-based treatment of nicotine addiction. In D. B. Abrams, R. S. Niaura, R. Brown, K. Emmons, M. G. Goldstein, & P. M. Monti (Eds.), Treating nicotine addiction: An evidence based practice guide. New York: Guilford Press.";"IN PRESS"
"1107200600";"Abrams, D. B., Niaura, R. S., Brown, R. A., Emmons, K. M., Goldstein, M. G., & Monti, P. M. (Eds.). (in press). Treating nicotine addiction: An evidence-based practice guide. New York: Guilford Press.";"IN PRESS"
"1107200599";"Clayton, R.R., Merikangas, K.R., & Abrams, D. B. (2000). Introduction to tobacco, nicotine, and youth: The Tobacco Etiology Research Network [editorial]. Drug and Alcohol Dependence, 59(Suppl. 1), S1-S4.";"2000"
"1107200598";"Herzog, T.A., Abrams, D. B., Emmons, K.M., & Linnan, L. (2000). Predicting increases in readiness to quit smoking: A prospective analysis using the contemplation ladder. Psychology and Health, 15, 369-381.";"2000"
"1107200597";"Hitsman, B., Abrams, D. B., Shadel, W. G., Niaura, R. S., Borrelli, B., Emmons, K. M., Brown, R. A., Swift, R. M., Monti, P. M., Rohsenow, D. J., & Colby, S. M. (2002). Depressive symptoms and readiness to quit smoking among cigarette smokers in outpatient alcohol treatment. Psychology of Addictive Behaviors, 16, 264-268.";"2002"
"1107200596";"Keuthen, N.J., Niaura, R.S., Borrelli, B., Goldstein, M., DePue, J., Murphy, C., Gastfriend, D., Reiter, S.R., & Abrams, D. B. (2000). Comorbidity, smoking behavior, and treatment outcome. Psychotherapy and Psychosomatics, 69, 244-250.";"2000"
"1107200595";"Linnan, L. A., Emmons, K. M., & Abrams, D. B. (2002). Beauty and the beast: Results of the Rhode Island Smokefree Shop Initiative (SSI). American Journal of Public Health, 92, 27-28.";"2002"
"1107200594";"Monti, P. M., Abrams, D. B., Binkoff, J. A., Zwick, W. R., Liepman, M. R., & Nirenberg, T. D. (in press). Alcohol specific role play test. In J. P. Allen, & M. Columbus (Eds.), Assessing alcohol problems: A guide for clinicians and researchers. Rockville, MD: National Institute on Alcohol Abuse and Alcoholism.";"IN PRESS"
"1107200593";"Niaura, R. S., & Abrams, D. B. (2001). Stopping smoking: A hazard for people with a history of major depression. The Lancet, 357, 1900-1901.";"2001"
"1107200592";"Niaura, R. S., & Abrams, D. B. (2002). Smoking cessation: Progress, priorities, & prospectus. Journal of Consulting and Clinical Psychology, 70, 494-509.";"2002"
"1107200591";"Niaura, R., Shadel, W.G., Morrow, K., Tashima, K., Flanigan, T., & Abrams, D .B. (2000). Human immunodeficiency virus infection, AIDS, and smoking cessation: The time is now. Clinical Infectious Diseases, 31, 808-812.";"2000"
"1107200590";"Orleans, C. T., Abrams, D. B., & Gruman, J. C. (2001). Will healthcare take tobacco addiction seriously? Using policy to drive practice. Symposium papers on policy honoring David C. Lewis, M.D., Professor of Medicine at Brown University. Medscape Pulmonary Medicine [On-line], April 1, 2001.";"2001"
"1107200589";"Piasecki, T.M., Niaura, R., Shadel, W.G., Abrams, D. B., Goldstein, M., Fiore, M.C., & Baker, T.B. (2000). Smoking withdrawal dynamics in unaided quitters. Journal of Abnormal Psychology, 109, 74-86.";"2000"
"1107200588";"Rohsenow, D. J., Abrams, D. B., Monti, P. M., Colby, S. M., & Niaura, R. S. (in press). The smoking effects questionnaire for adult populations: Development and psychometric properties. Addictive Behaviors.";"IN PRESS"
"1107200587";"Rohsenow, D. J., Monti, P. M., & Abrams, D. B. (in press). Psychosocial assessment and coping skills treatment for cocaine abuse: Preliminary results. In F. M. Tims, J. D. Blaine, L. S. Onken, & B. Tai (Eds.), Treatment of cocaine abuse: Outcome research. National Institute on Drug Abuse Monograph.";"IN PRESS"
"1107200586";"Rohsenow, D J., Monti, P.M., Martin, R. A., Michalec, E., & Abrams, D. B. (2000). Brief coping skills treatment for cocaine abuse: Twelve month substance use outcomes. Journal of Consulting and Clinical Psychology, 68, 515-520.";"2000"
"1107200585";"Shadel, W., Niaura, R., & Abrams, D. B.(2000). An idiographic approach to understanding personality structure and individual differences among smokers. Cognitive Therapy and Research, 24, 345-359.";"2000"
"1107200584";"Shadel, W. G., Niaura, R. S., & Abrams, D. B. (2001). Does completing a craving questionnaire promote increased smoking craving? An experimental investigation. Psychology of Addictive Behaviors, 15, 265-267.";"2001"
"1107200583";"Shadel, W. G., Niaura, R. S., & Abrams, D. B. (2001). Effect of different cue stimulus delivery channels on craving reactivity: Comparing in vivo and video cues in regular cigarette smokers. Journal of Behavior Therapy and Experimental Psychiatry, 32, 203-209.";"2001"
"1107200582";"Shadel, W. G., Niaura, R. S., & Abrams, D. B. (2002). Adolescents&#237; reactions to the imagery displayed in smoking and anti-smoking advertisements. Psychology of Addictive Behaviors, 16, 173-176.";"2002"
"1107200581";"Shadel, W.G., Shiffman, S., Niaura, R., Nichter, M., & Abrams, D. B. (2000). Current models of nicotine dependence: What is known and what is needed to advance understanding of tobacco etiology among youth. Drug and Alcohol Dependence, 59 (Suppl. 1), S9-S22.";"2000"
"1154637904";"Acharyya, S., Behaviour of Nonparametric Likelihoods, ASA Proceedings, Section on Statistical Computing (1999).";"1999"
"1154637903";"Merikangas K. R., Avenevoli S., Acharyya S., Zhang H. & Angst J., ""The Spectrum of Social Phobia in the Zurich Cohort Study of Young Adults"", Biological Psychiatry, 51, 81-91 (2002).";"2002"
"1154637902";"Acharyya, S. & Zhang, H., ""Assessing Sex Differences on Treatment Effectiveness from the Drug Abuse Treatment Outcome Study (DATOS) "", American Journal of Drug and Alcohol Abuse, 29(2), 415-444 (2003).";"2003"
"1154637901";"Merikangas K. R., Zhang H., Avenevoli S., Acharyya S., and Angst J., ""Longitudinal Trajectories of Depression and Anxiety in a Prospective Community Study: The Zurich Cohort Study"", Archives of General Psychiatry (2003).";"2003"
"1107200799";"""Hyaluronan Injections for Osteoarthtitis of the Knee,"" Med Lett Drugs Ther. 1998 Jul 3: 40(1030): 69-70.";"1998"
"1107200798";"Ali Y, Bonis P, Maclean R., ""Refractory Scleritis Associated with Hepatitis C and Cryoglobulinemia,"" J Clin Rheum 12/99";NULL
"1107200797";"Ali Y, Weinstein M, Jokl P., ""Acute pseudogout following intra-articular injection of high molecular weight hyaluronic acid,"" Am J Med. 1999 Dec;107(6):641-2.";"1999"
"1107200796";"Ali Y, Shah S., ""Infliximab induced SLE,"" Annals Internal Medicine 2002 Oct 1; 137(7): 625-6.";"2002"
"1107200795";"Ali Y, Perlman E. Sucessful treatment of refractory sarcoid associated uveitis with Infliximab. Ann Intern Med. 2004 Jun 1;140(11):W70";"2004"
"1107200794";"Ali Y, Crystal Arthritis and other Arthritides; chapter 189 Hand Surgery Textbook. LWW.";NULL
"1107200793";"Evaluation of the patient with Musculoskeletal symptoms.Chapter 93. p625-628.";NULL
"1107200792";"Crystal induced Arthritis: Gout and Pseudogout:Chapter 95";NULL
"1107200791";"Primary Care for Women: Lippincott Williams & Wilkins 2nd Edition. P633-636.";NULL
"1147092462";"Mor V, Masterson-Allen S. Hospice Care Systems: Structure, Process, Costs and Outcome. New York, NY: Springer Publishing Company, 1987.";"1987"
"1147092461";"Mor V, Fleishman JA, Allen SM, Piette JD. Networking AIDS Services. Ann Arbor: Health Administration Press, 1994.";"1994"
"1147092460";"Allen SM, Mor V. (Eds.) Living in the Community with Disability: Service Needs, Use and Systems. New York, NY: Springer Publishing Company, 1998.";"1998"
"1147092459";"Masterson-Allen S, Mor V, Laliberte L. Turnover in National Hospice Study sites: A reflection of organizational growth. In Finn Paradis L. (Ed.) Stress and Burnout Among Individuals Caring for the Terminally Ill. New York, NY: Haworth Press, 1987.";"1987"
"1147092458";"Mor V, Masterson-Allen S. The hospice model of care for the terminally ill. In Goldberg RJ (Ed) Psychiatric Aspects of Cancer. Basel, Switzerland, Karger Press, 1988.";"1988"
"1147092457";"Mor V, Greer DS, Masterson-Allen S. The National Hospice Study. Entry in The Encyclopedia of Death. Phoenix: The Oryx Press, 1989.";"1989"
"1107201040";"Aloia MS, Di Dio P, Ilniczky N, Perlis ML, Greenblatt DW, Giles DE: Improving compliance with nasal CPAP and vigilance in older adults with OSAHS. Sleep and Breathing, 2001;5(1):13-21.";"2001"
"1107201039";"Aloia MS, Perlis ML, Giles DE, DiDio L, Illniczky N, Greenblatt DW: Neuropsychological changes with CPAP in older adults with sleep apnea. Journal of Psychosomatic Research, 2002;1:1-6.";"2002"
"1107201038";"Malloy P, Belanger H, Hall S, Aloia MS, Salloway S: Assessing visuoconstructional performance in AD, MCI, and normal elderly using the Beery Visual-Motor Integration Test. The Clinical Neuropsychologist, 2003;17(4):544-550.";"2003"
"1107201036";"Aloia MS, Arnedt JT, Davis JD, Riggs RL, Byrd D: Neuropsychological consequences of sleep apnea: A critical review. Manuscript under review at the Journal of the International Neuropsychological Society, 2004;10:772-785.";"2004"
"1107201035";"Aloia MS, Arnedt JT, Smith L, Skrekas J, Stanchina M, Millman RP: Examining the construct of depression in Obstructive Sleep Apnea/Hypopnea Syndrome. Manuscript under review at Sleep Medicine.";NULL
"1107201034";"Aloia MS, Stanchina M, Arnedt JT, Malhotra A, Millman RP: Treatment adherence and outcomes in flexible versus standard continuous positive airway pressure therapy. Manuscript submitted to Chest.";NULL
"1107201087";"Schweighardt, B., and W.J. Atwood. 2001. HIV type 1 infection of human astrocytes is restricted by inefficient viral entry. AIDS Res. Hum. Retro. 17:1133-1142.";"2001"
"1107201086";"Schweighardt, B., Shieh, J.T.C., and W.J. Atwood., 2001. CD4/CXCR4 independent infection of human astrocytes by a T-tropic strain of HIV-1. J. NeuroVirol. 7:155-162.";"2001"
"1107201085";"Wei, G.W., Liu, C.K., and W.J. Atwood.,2000 JC Virus binds to primary human glial cells, tonsillar stromal cells, and B-lymphocytes, but not to T-lymphocytes. J. NeuroVirol. 6:127-136.";"2000"
"1107201084";"Pho. M.T., Ashok, A., and W.J. Atwood. 2000. JC Virus enters human glial cells by clathrin-dependent receptor mediated endocytosis. J. Virol. 74:2288-2292.";"2000"
"1195584574";"Caldas, H., Jiang, Y., Holloway, M.P., Mahotka, C., Fangusaro, J., Conway, E.M., Altura, R.A. Survivin Splice Variants Regulate the Balance Between Proliferation and Cell Death. Oncogene, 24 (12):1994-2007, March 2005.";"2005"
"1195584573";"Caldas, H., Honsey, L., Altura, R.A. Survivin 2alpha: A Novel Survivin Splice Variant Expressed in Malignancies. Molecular Cancer, 4(1):11, March 2005.";"2005"
"1195584577";"Jiang, Y., De Bruin, A., Caldas, H., Fangusaro, J., Hayes, J., Conway, E.M., Robinson, M.L., Altura, R.A. Essential role for survivin in early brain development. J Neuroscience, 25 (30): 6962-70, July 2005.";"2005"
"1195584572";"Caldas, H., Holloway, M.P., Hall, B., Qualman, S., Altura, R.A. Survivin-directed short-interfering RNA cocktail is a potent suppressor of tumor growth in vivo. J Med Genetics, 43(2):119-28, Feb 2006.";"2006"
"1195584571";"Fangusaro, J.R., Caldas, H., Jiang, Y., Altura, R.A. Survivin, an inhibitor of apoptosis in pediatric cancer. Pediatric Blood and Cancer ;47(1):4-13, July 2006.";"2006"
"1195584570";"Caldas, H., Jaynes, F.O., Boyer, M.W., Hammond, S., Altura, R.A. Survivin and Granzyme B-Induced Apoptosis (SAGA), a Novel Anticancer Therapy. Mol Can Ther, 5(3): 693-703, 2006.";"2006"
"1159554832";"Cooper, L.N., The role of values in scientific inquiry. The Weekly Bulletin of Brown University, 1977. 2(14): p. 4-5, 9.";"1977"
"1144330009";"Zlotnick, C., Miller, I.W., Pearlstein, T., Howard, M., Sweeney, P. (in press). A Preventive Intervention for Pregnant Women on Public Assistance at Risk for Postpartum Depression. American Journal of Psychiatry.";"IN PRESS"
"1144330008";"Zlotnick, C., Johnson, D., Kohn, R. (2006). Intimate Partner Violence and Long-term Psychosocial Functioning in a National Sample of American Women. Journal of Interpersonal Violence, 21. 262-275.";"2006"
"1144330007";"Zlotnick, C., Najavits, L.N., Rohsenow, D., Johnson, D. (2003). A cognitive-behavioral treatment for incarcerated women with substance use disorder and posttraumatic stress disorder. Journal of Substance Abuse Treatment, 25: 99-105.";"2003"
"1144330006";"Zlotnick, C., Johnson, S.L., Miller, I.W., Pearlstein, T. & Howard, M. (2001). Postpartum depression in women receiving public assistance: Pilot study of an interpersonal-therapy-oriented group intervention. American Journal of Psychiatry, 158, 638-640.";"2001"
"1151386053";"""A Bibliography of Women Writers in English Translation."" (Co-editor of German section) in <i>Women Writers in Translation. An annotated Bibliography</i>. 1945-1982. ed. Margery Resnick and Isabelle de Courtivron. New York: Garland Publishing, Inc., 1984. 125-153.";"1984"
"1151386085";"""Gabriele Reuter"" in <i>Dictionary of Literary Biography. Twentieth Century German and Austrian Prose Fiction to 1945 and After 1945</i>. Vol. 66/2. ed. James Harden, Wolfgang Elfe and Donald Daviau. Columbia, S.C.: Bruccoli Clark Layman, Inc. 1989. 411-417.";"1986"
"1146227410";"Witman, J.D. and P.K. Dayton. 2001. Rocky subtidal communities. Pages 229-366 in M.D. Bertness, S.D. Gaines and M.E. Hay, editors. Marine community ecology. Sinauer Associates, Inc, USA.";"2001"
"1146227411";"Witman, J.D. and F. Smith. 2003. Rapid community change at a tropical upwelling site in the Galapagos Marine Reserve. Biodiversity and Conservation. 12: 25-45";"2003"
"1146227412";"Witman, J.D., S.J. Genovese, J. F. Bruno, J. W. McLaughlin and B. I. Pavlin. 2003. Massive prey recruitment and the control of rocky subtidal communities on large spatial scales. Ecological Monographs 73: 441-462";"2003"
"1146227413";"Hill, M.F, J.D. Witman and H.Caswell 2004. Markov chain analysis of succession in a rocky subtidal community. American Naturalist 164: E46-E61";"2004"
"1146227417";"Siddon, C.E and J.D.Witman 2004. Behavioral indirect interactions: multiple predator effects and prey switching in the shallow rocky subtidal. Ecology 85: 2398-2945.";"2004"
"1146227414";"Witman, J.D., J.C. Ellis and W.B. Anderson. 2004. The influence of physical processes, organisms and permeability on cross-ecosystem fluxes. Pp 335-349 in Polis, G.A., M.E. Power and G.R. Huxel eds. Food webs at the landscape level. Univ Chicago Press.";"2004"
"1146227416";"Altieri, A.H and J.D. Witman. 2006 Local extinction of a foundation species in a hypoxic estuary: integrating individuals to ecosystem. Ecology 87: 717-730.";"2006"
"1146227415";"Witman, J.D, R.J. Etter and F. Smith. 2004. The relationship between regional and local species diversity in marine benthic communities: a global perspective. Proceedings of the National Academy of Sciences USA 101: 156644 - 15669.";"2004"
"1107201523";"McCaffery, J. M., Pogue-Geile, M. F., Muldoon, M. F., Debski, T. T., Wing, R. R., & Manuck, S. B. (2001). The nature of the association between diet and serum lipids in the community: A twin study. Health Psychology, 20, 341-350.";"2001"
"1107201522";"Phelan, S., & Wing, R. R. (in press). Treatment approaches for obesity. National Cancer Institute.";"IN PRESS"
"1107201521";"Polley, B. A., & Wing, R. R. (in press). Randomized controlled trial to prevent excessive weight gain in pregnant women. International Journal of Obesity.";"IN PRESS"
"1107201520";"Tate, D. F., Wing, R. R., & Winett, R. A. (2001). Using Internet technology to deliver a behavioral weight loss program. Journal of the American Medical Association, 285, 1172-1177.";"2001"
"1107201519";"Wing, R. R. (2001). Behavioral treatment of obesity. In T. A. Wadden & A. J. Stunkard (Eds.), Obesity handbook (pp. 455-462). New York: Guilford Press.";"2001"
"1107201518";"Wing, R. R. (2001). Weight loss in the management of type 2 diabetes. In H. H. R. Gerstein (Ed.), Evidence based diabetes care (pp. 252-276). Ontario, Canada: Decker, Inc.";"2001"
"1107201517";"Wing, R. R. (2002). Behavioral weight control. In T. A. Wadden & A. J. Stunkard (Eds.), Handbook of obesity treatment. New York: Guilford Press.";"2002"
"1107201516";"Wing, R. R. (2002). Exercise and weight control. In N. Rudeima, F. Delvin, & S. Schneider (Eds.), Handbook of exercise in diabetes. American Diabetes Association.";"2002"
"1107201515";"Wing, R. R. (2002). Improving weight loss and maintenance in patients with diabetes. In B. J. Anderson & R. R. Rubin (Eds.), Practical psychology for diabetes clinicians. American Diabetes Association.";"2002"
"1107201514";"Wing, R. R. (2002). Treatment of obesity in patients with type 2 diabetes. In C. G. Fairburn & K. D. Brownell (Eds.), Eating disorders and obesity (2nd ed.). New York: Guilford Press.";"2002"
"1107201513";"Wing, R. R. (in press). Behavioral approaches to the treatment of obesity. In G. Bray, C. Bouchard & P. T. James. Handbook of obesity (2nd ed.). New York: Marcel Dekker, Inc.";"IN PRESS"
"1107201512";"Wing, R. R., & Gorin, A. A. (in press). Obesity. In Oxford textbook of primary medical care. Oxford University Press.";"IN PRESS"
"1107201511";"Wing, R. R., Gorin, A. A., & Tate, D. F. (2001). Changing behavior for a healthier lifestyle. In B. A. Bowman, R. M. Russell, & R. Russell (Eds.), Present knowledge in nutrition (8th ed.). Washington, DC: International Life Sciences Institute Press.";"2001"
"1107201510";"Wing, R. R., & Hill, J. O. (2001). Successful weight loss maintenance. Annual Review of Nutrition, 21, 323-341.";"2001"
"1107201509";"Wing, R. R., & Jeffery, R.W. (2001). Food provision as a strategy to promote weight loss. Obesity Research, 9, 271S-275S.";"2001"
"1107201508";"Wing, R. R., & Klem, M. (2002). Characteristics of successful weight maintainers. In C. G. Fairburn & K. D. Brownell (Eds.), Eating disorders and obesity (2nd ed.). New York: Guilford Press.";"2002"
"1107201507";"Wing, R. R., & Phelan, S. (in press). Behavioral treatment of obesity. In R. H. Eckel (Ed.), Obesity: An academic basis for clinical evaluation and treatment. Lippincott Williams, & Wilkins.";"IN PRESS"
"1107201506";"Wing, R. R., Phelan, S., & Tate, D. F. (2002). The role of adherence in mediating the relationship between depression and health outcomes. Journal of Psychosomatic Research, 53, 877.";"2002"
"1107201505";"Wing, R. R., & Polley, B. A. (2001). Obesity. In A. Baum, T. Revensons, & S. Singer (Eds.), Handbook of health psychology (pp. 263-279). Lawrence Erlbaum Associates.";"2001"
"1107201504";"Wing, R. R., & Tate, D. F. (2002). Behavioral treatment of obesity. In J. Caro (Ed.), Obesity and nutrition (chap. 17). Retrieved November 25, 2002, from http://www.endotext.org/obesity/obesity17/obesityframe17.htm.";"2002"
"1107201503";"Wyatt, H. R., Grunwald, G. K., Mosca, C. L., Klem, M. L., Wing, R. R., & Hill, J. O. (2002). Long-term weight loss and breakfast in the National Weight Control Registry. Obesity Research, 10, 78-82.";"2002"
"1107201586";"Bock, B.C., Graham, A.L., Sciamanna, C.N., Krishnamoorthy, J., Whiteley, J., Carmona-Barros, R., Niaura, R.S. & Abrams, D.B. (2004). Smoking Cessation Treatment on the Internet: Content, Quality and Usability. Nicotine & Tobacco Research, 6(2), 201-219.";"2004"
"1107201585";"Boardman, L.A., Cooper, A.S., Clark, M., Weitzen, S., Whiteley, J.A., Peipert, J.F. (in press) Human Papillomavirus, Cervical Neoplasia and Smoking: Knowledge and Smoking Behaviors among Colposcopy Patients. Journal of Reproductive Medicine.";"IN PRESS"
"1107201584";"Whiteley, J.A. & Hiott, W.D. (2003). Case Presentation: Social Phobia, Specific Phobia and Obsessive Compulsive Disorder. Sleep Well: Pediatrics, Psychiatry and Neurology. Vol. 3. In Janice D. Key, D. Walter Hiott, and Timothy Carter (Eds).";"2003"
"1107201583";"Whiteley, J. A. & Winett, R. A. (2000). Enhancing Women's Health through Principled Exercise Training. Handbook of Gender, Culture and Health, In Richard M. Eisler and Mischel Hersen (Eds.).";"2000"
"1107201582";"Winett, R. A., Whiteley, J. A., Rovniak, L., Galper, D. I., & Graves, K. D. (1999). Blueprint for Motivation: Theory and Applications for Exercise Training. Blueprint for Strength and Fitness, In Matt Brzycki (Ed.), Indianapolis: Masters Press.";"1999"
"1107201581";"Winett, R.A, Roodman, A. A., Winett, S. G., Bajzek, W., Rovniak, L. S., & Whiteley, J. A. (1999). The Effects of the Eat4Life Internet-based Health Behavior Program on the Nutrition and Activity Practices of High School Girls. Journal of Gender, Culture, and Health, 4(3), 239-254.";"1999"
"1107201580";"Winett, R. A., Anderson, E. S., Whiteley, J. A., Wojcik, J., Winett, S., Rovniak, L., Graves, R., Galper, D. (1999). Church-based health behavior programs: Using social cognitive theory to formulate interventions for at-risk populations. Applied and Preventive Psychology, 8, 129-142.";"1999"
